PID,INNING_KEY,BATTER_IN_INNING_KEY,PITCH_NUMBER,OUT_KEY,BALLS,STRIKES,IS_RUNNER_ON_1B,IS_RUNNER_ON_2B,IS_RUNNER_ON_3B,PITCHER_KEY,THROW_SIDE_KEY,PITCH_TYPE_TRACKED_KEY,EVENT_RESULT_KEY,PITCH_RESULT_KEY,INDUCED_VERTICAL_BREAK,HORIZONTAL_BREAK,SPIN_RATE_ABSOLUTE,RELEASE_SPEED,RELEASE_SIDE,RELEASE_HEIGHT,RELEASE_EXTENSION,HORIZONTAL_APPROACH_ANGLE,VERTICAL_APPROACH_ANGLE,PLATE_X,PLATE_Z
1847,2,2,4,1,1,2,0,0,0,668881,R,FB,,BallCalled,17.28450012,-14.50409985,2551.459961,101.6869965,-2.052439928,6.107960224,6.480000019,2.129729986,-3.775180101,1.248819947,3.485759974
249,2,2,5,1,2,2,0,0,0,668881,R,FB,strikeout,StrikeSwinging,16.34569931,-10.9659996,2429.459961,101.3519974,-2.280030012,5.771920204,6.539999962,1.625859976,-3.791539907,0.217201993,3.205090046
226,2,3,1,2,0,0,0,0,0,668881,R,FB,single,InPlay,15.43900013,-13.63500023,2505.459961,101.137001,-2.083719969,5.994850159,6.349999905,1.470950007,-5.483379841,0.534168005,1.987349987
1744,2,4,1,2,0,0,1,0,0,668881,R,FB,,StrikeCalled,17.18420029,-14.5927,2359.459961,100.8479996,-2.312779903,5.955319881,6.349999905,1.684010029,-4.066979885,0.574230015,3.077780008
227,2,4,2,2,0,1,1,0,0,668881,R,FB,,FoulBall,16.41550064,-13.79189968,2385.459961,100.7939987,-2.316620111,6.002470016,6.369999886,0.765905976,-4.531169891,-0.354149014,2.7579
1785,2,4,3,2,0,2,1,0,0,668881,R,FB,,BallCalled,17.26860046,-12.0092001,2423.459961,101.5090027,-2.428550005,6.055089951,6.400000095,1.50672996,-3.214339972,0.0574065,3.931410074
1603,2,4,4,2,1,2,1,0,0,668881,R,FB,strikeout,FoulBall,15.77210045,-14.32960033,2401.459961,101.2929993,-2.376070023,5.794390202,6.380000114,0.511358976,-3.390100002,-0.588433981,3.671299934
1605,3,3,5,1,2,2,0,0,0,668881,R,FB,,FoulBall,17.16220093,-16.64450073,2534.459961,101.4729996,-2.516040087,5.778590202,6.320000172,1.691349983,-4.864860058,0.576915026,2.149950027
1579,3,3,6,1,2,2,0,0,0,668881,R,SL,,BallCalled,0.798940003,6.111060143,2425.459961,89.25080109,-2.513950109,5.773369789,6.690000057,1.730870008,-6.008110046,-1.479159951,3.171250105
652,3,3,7,1,3,2,0,0,0,668881,R,FB,,FoulBall,20.97170067,-13.32250023,2394.459961,97.46749878,-2.393049955,5.71284008,7.639999866,0.773442984,-3.780639887,-0.542652011,2.735820055
228,3,3,8,1,3,2,0,0,0,668881,R,SL,walk,BallCalled,10.8118,11.50080013,2466.459961,86.48459625,-2.061239958,5.757269859,6.570000172,3.875040054,-6.013860226,0.584803998,1.86582005
653,3,4,1,1,0,0,1,0,0,668881,R,FB,,FoulBall,13.20839977,-10.87849998,2508.459961,101.3509979,-2.170650005,5.731319904,7.050000191,2.10532999,-4.294479847,0.757337987,3.038899899
829,3,4,3,1,0,2,1,0,0,668881,R,UN,,BallCalled,15.19794846,-5.946775913,2542.063477,102.1376266,-1.795476317,5.877261639,7.044740677,3.881445408,-4.3983922,2.270842314,2.887930393
1079,3,4,5,1,1,2,1,0,0,668881,R,SL,strikeout,StrikeSwinging,4.370440006,-3.15576005,2372.459961,90.72129822,-2.28711009,5.713099957,6.309999943,2.056770086,-7.663720131,-0.104708999,1.208140016
847,3,5,1,2,0,0,1,0,0,668881,R,SL,,StrikeCalled,4.98360014,0.818264008,2442.459961,91.4992981,-2.384939909,5.822020054,7.480000019,2.843120098,-7.405910015,0.104592003,1.452489972
1751,3,5,2,2,0,1,1,0,0,668881,R,SL,,BallCalled,5.820409775,-0.030835001,2411.459961,90.37740326,-2.663779974,6.009109974,6.409999847,1.989310026,-7.193429947,-0.830936015,1.840720057
516,3,5,3,2,1,1,1,0,0,668881,R,FB,,BallCalled,17.75160027,-10.30029964,2506.459961,101.7320023,-2.009690046,6.005169868,6.510000229,3.035010099,-4.168089867,1.731649995,2.961499929
1854,3,5,4,2,2,1,1,0,0,668881,R,SL,,FoulBall,2.486900091,4.478489876,2470.459961,91.26889801,-2.40557003,5.774050236,6.159999847,2.764889956,-6.855160236,-0.256671011,2.16979003
229,3,5,5,2,2,2,1,0,0,668881,R,FB,,FoulBall,12.17749977,-14.55519962,2538.459961,101.9300003,-2.281840086,5.743599892,6.380000114,1.331640005,-4.120399952,0.282862991,3.245569944
517,3,5,6,2,2,2,1,0,0,668881,R,FB,single,InPlay,15.98910046,-10.15670013,2419.459961,101.9000015,-2.362220049,5.773749828,6.210000038,2.754810095,-4.865200043,1.12372005,2.247489929
332,3,6,1,2,0,0,1,1,0,668881,R,SL,,BallCalled,4.256979942,1.629330039,2488.459961,90.48970032,-2.389620066,5.893060207,6.300000191,4.000959873,-8.396380424,1.155439973,0.743090987
230,3,6,2,2,1,0,1,1,0,668881,R,SL,,BallCalled,1.141149998,7.358129978,2390.459961,90.57649994,-2.441859961,5.855309963,6.059999943,4.722139835,-9.056269646,1.260319948,0.426447988
1922,3,6,3,2,2,0,1,1,0,668881,R,FB,,FoulBall,13.46020031,-14.2840004,2509.459961,100.262001,-2.369539976,5.891439915,6.25,0.919874012,-4.87030983,-0.209232002,2.655699968
278,3,6,4,2,2,1,1,1,0,668881,R,FB,,FoulBall,14.30669975,-15.45779991,2426.459961,100.5100021,-2.439169884,5.885230064,6.079999924,0.234490007,-4.034729958,-0.814396024,3.313280106
333,3,6,5,2,2,2,1,1,0,668881,R,FB,strikeout,StrikeCalled,10.79100037,-12.21389961,2402.459961,100.8820038,-2.54211998,5.798799992,6.389999866,2.546469927,-5.373169899,0.923768997,2.302769899
424,4,1,1,0,0,0,0,0,0,668881,R,SL,,BallCalled,1.62432003,3.727329969,2236.459961,89.42169952,-2.404030085,5.874199867,6.519999981,2.606739998,-8.3125,-0.353534013,1.187860012
231,4,1,2,0,1,0,0,0,0,668881,R,FB,,StrikeCalled,11.9090004,-16.55109978,2380.459961,98.76950073,-2.473180056,5.887859821,6.590000153,1.599599957,-4.99090004,0.516153991,2.758510113
1856,4,1,3,0,1,1,0,0,0,668881,R,SL,,StrikeCalled,2.713229895,1.032670021,2373.459961,88.13629913,-2.654249907,5.819950104,6.110000134,2.305819988,-6.777050018,-0.614192009,2.438819885
232,4,1,4,0,1,2,0,0,0,668881,R,FB,,BallCalled,15.06029987,-14.74510002,2418.459961,98.64050293,-2.588449955,5.823649883,6.650000095,1.411649942,-2.443870068,0.044780198,4.72247982
1790,4,1,5,0,2,2,0,0,0,668881,R,FB,strikeout,FoulBall,14.69029999,-15.30879974,2415.459961,100.1100006,-2.294389963,5.836569786,6.599999905,1.801049948,-5.121089935,0.760033011,2.246710062
830,4,2,1,1,0,0,0,0,0,668881,R,FB,double,InPlay,10.14439964,-16.32679939,2412.459961,99.46389771,-2.317090034,5.787849903,6.559999943,0.608238995,-5.433479786,-0.261121005,2.370589972
1583,4,3,1,1,0,0,0,1,0,668881,R,FB,stolen_base_3b,StrikeCalled,15.62660027,-17.33180046,2463.459961,100.6969986,-2.347290039,5.952789783,6.429999828,0.85689801,-5.287209988,0.047394101,2.135010004
849,4,3,2,1,0,1,0,0,1,668881,R,FB,,FoulBall,14.00870037,-18.13640022,2494.459961,100.6539993,-2.59581995,5.839630127,6.5,0.929966986,-4.415830135,-0.066280298,2.970969915
335,4,3,3,1,0,2,0,0,1,668881,R,FB,,BallCalled,14.76039982,-12.88819981,2446.459961,100.4489975,-2.524280071,5.967689991,6.400000095,2.731029987,-4.358860016,1.17572999,3.075129986
336,4,3,4,1,1,2,0,0,1,668881,R,SL,,BallCalled,5.422679901,-2.074970007,2378.459961,91.31340027,-2.483330011,5.829929829,6.550000191,4.160580158,-7.914140224,1.528190017,0.953216016
1925,4,3,5,1,2,2,0,0,1,668881,R,FB,,FoulBall,13.88640022,-11.50049973,2356.459961,101.6869965,-2.606149912,5.930789948,6.510000229,1.733860016,-3.729340076,0.037089501,3.623990059
383,4,3,6,1,2,2,0,0,1,668881,R,FB,,BallCalled,13.9545002,-11.97049999,2452.459961,100.7799988,-2.444420099,5.887469769,6.639999866,3.289489985,-4.837940216,1.683210015,2.636339903
1656,4,3,7,1,3,2,0,0,1,668881,R,FB,walk,BallCalled,13.92549992,-11.93000031,2508.459961,101.2590027,-2.457950115,5.791779995,6.579999924,2.382430077,-5.604859829,0.828538001,1.790040016
425,4,4,1,1,0,0,1,0,1,518585,R,SF,,StrikeSwinging,7.352869987,-10.96590042,929.4569702,80.49469757,-1.44501996,5.936870098,7.25,0.383383006,-9.283249855,-0.087368503,0.561174989
1610,4,4,2,1,0,1,1,0,1,518585,R,SF,,BallCalled,6.18885994,-6.590419769,840.4569702,80.71759796,-1.501530051,6.018640041,6.889999866,2.075119972,-11.18620014,0.996577978,-1.084329963
1881,4,4,3,1,1,1,1,0,1,518585,R,SF,,StrikeSwinging,8.614729881,-7.447289944,798.4569702,81.01560211,-1.483229995,5.915440083,7.03000021,0.976741016,-6.880459785,0.090634599,2.598180056
426,4,4,4,1,1,2,1,0,1,518585,R,SF,,BallCalled,4.841909885,-11.97879982,864.4569702,80.92769623,-1.634060025,6.108510017,6.590000153,-0.303029001,-9.65184021,-0.813923001,0.531372011
1754,4,4,5,1,2,2,1,0,1,518585,R,SF,,BallCalled,4.745490074,-10.1850996,1043.459961,82.54679871,-1.572510004,5.931129932,7.070000172,1.119339943,-9.961770058,0.381662995,-0.034817498
1791,4,5,1,1,0,0,1,1,1,518585,R,SL,,FoulBall,13.02130032,4.687339783,2489.459961,88.08809662,-1.606109977,5.819019794,7.46999979,2.763560057,-6.57144022,0.460325986,1.749950051
831,4,5,2,1,0,1,1,1,1,518585,R,SF,,BallCalled,5.199880123,-8.501810074,1237.459961,82.96820068,-1.529989958,5.956729889,7.010000229,2.160589933,-10.45289993,1.224030018,-0.507412016
832,4,5,3,1,1,1,1,1,1,518585,R,SL,,BallCalled,13.13150024,2.283819914,2492.459961,88.41860199,-1.76312995,5.75440979,7.440000057,2.145920038,-7.903779984,-0.0329105,0.420650005
1587,4,5,4,1,2,1,1,1,1,518585,R,FB,,StrikeCalled,19.30890083,-9.82324028,2302.459961,93.90209961,-1.636219978,5.788020134,7.650000095,1.673380017,-5.24518013,0.775445998,2.011009932
233,4,5,5,1,2,2,1,1,1,518585,R,SF,,BallCalled,2.279959917,-10.42479992,1055.459961,82.95030212,-1.62966001,5.967030048,7.090000153,1.286219954,-10.76539993,0.504308999,-0.509455025
337,4,5,6,1,3,2,1,1,1,518585,R,SL,,FoulBall,12.32579994,2.94423008,2373.459961,89.35089874,-1.82404995,5.715419769,7.010000229,2.261610031,-5.96762991,-0.036076698,2.202559948
234,4,5,7,1,3,2,1,1,1,518585,R,FB,walk,BallCalled,18.92609978,-11.81389999,2345.459961,93.98609924,-1.910519958,5.733980179,7.519999981,1.306650043,-5.958779812,0.359331012,1.342399955
279,4,6,1,1,0,0,1,1,1,518585,R,SL,,BallCalled,12.54539967,2.522989988,2457.459961,87.28780365,-1.753209949,5.664800167,7.369999886,3.888770103,-7.302269936,1.537510037,0.999230981
235,4,6,2,1,1,0,1,1,1,518585,R,SL,,BallCalled,13.00809956,3.964620113,2489.459961,88.31269836,-1.606480002,5.65045023,7.329999924,3.779340029,-7.547369957,1.456009984,0.663398027
1657,4,6,3,1,2,0,1,1,1,518585,R,FB,,BallCalled,19.2010994,-10.83959961,2287.459961,93.89029694,-1.716510057,5.915679932,7.119999886,-0.380892992,-5.467679977,-1.058050036,1.974609971
280,4,6,4,1,3,0,1,1,1,518585,R,FB,,FoulBall,20.30400085,-10.32999992,2268.459961,94.3003006,-1.899880052,5.730510235,7.329999924,1.033869982,-5.130090237,0.00590067,2.010950089
339,4,6,5,1,3,1,1,1,1,518585,R,FB,,FoulBall,21.1345005,-12.65170002,2380.459961,94.35299683,-1.825000048,5.884379864,7.159999847,-0.122964002,-4.742119789,-0.753539026,2.428550005
1590,4,6,6,1,3,2,1,1,1,518585,R,FB,walk,BallCalled,17.24920082,-11.0642004,2293.459961,94.50859833,-1.743729949,5.768959999,7.360000134,0.625249982,-6.092299938,-0.149053007,1.41099
236,4,7,1,1,0,0,1,1,1,518585,R,FB,,StrikeCalled,16.36160088,-11.59910011,2120.459961,92.15090179,-1.955270052,5.769529819,6.980000019,0.919322014,-6.047049999,-0.042500801,1.668409944
282,4,7,2,1,0,1,1,1,1,518585,R,SL,,FoulBall,10.3920002,4.096739769,2419.459961,87.29540253,-1.800469995,5.715439796,6.929999828,2.526220083,-6.895949841,0.127516001,1.656260014
1658,4,7,3,1,0,2,1,1,1,518585,R,SF,wild_pitch,BallCalled,-4.631599903,-3.075220108,1016.460022,82.15950012,-1.552549958,5.915279865,7.159999847,2.710160017,-10.62180042,1.187360048,0.223568007
237,4,7,4,1,1,2,0,1,1,518585,R,SF,,BallCalled,-0.078589998,-2.968009949,1082.459961,81.13150024,-1.453750014,5.980690002,7.059999943,1.996909976,-9.310350418,0.632816017,1.186669946
502,4,7,5,1,2,2,0,1,1,518585,R,FB,fielders_choice_out,InPlay,17.32329941,-9.048259735,2266.459961,93.34760284,-1.573889971,5.882150173,7.050000191,1.309440017,-5.551730156,0.455370009,2.067719936
853,4,8,1,2,0,0,1,0,1,622065,L,SI,,BallCalled,5.719550133,15.01869965,2290.459961,90.03959656,2.502449989,5.766339779,6.380000114,0.490438014,-7.114699841,1.586850047,1.711269975
1288,4,8,2,2,1,0,1,0,1,622065,L,SI,,BallCalled,8.011059761,13.9932003,2297.459961,89.36530304,2.417550087,5.837110043,6.269999981,1.046849966,-6.377439976,2.110980034,2.30298996
1660,4,8,3,2,2,0,1,0,1,622065,L,SW,,StrikeCalled,5.860690117,-8.587789536,2435.459961,80.30860138,2.487179995,5.780399799,5.670000076,-3.995769978,-7.39647007,-0.457471013,2.290780067
340,4,8,4,2,2,1,1,0,1,622065,L,SI,,FoulBall,9.028949738,13.44719982,2274.459961,90.04570007,2.325129986,5.883969784,6.289999962,-0.998154998,-6.199019909,0.172570005,2.411600113
1661,4,8,5,2,2,2,1,0,1,622065,L,CH,strikeout,StrikeSwinging,4.057889938,13.77939987,1479.459961,86.44010162,2.186919928,6.02534008,6.179999828,-0.635472,-8.103099823,0.344496995,1.454859972
341,5,1,1,0,0,0,0,0,0,622065,L,SI,,StrikeCalled,8.287859917,19.46800041,2337.459961,89.06890106,2.243910074,5.81223011,6.050000191,-0.495876998,-6.904089928,-0.014874,1.859109998
504,5,1,2,0,0,1,0,0,0,622065,L,CH,,BallCalled,3.048310041,17.15570068,1486.459961,84.6812973,2.241290092,5.956019878,5.920000076,0.163299993,-9.268349648,0.821011007,0.547101021
238,5,1,3,0,1,1,0,0,0,622065,L,CH,field_out,InPlay,3.34691,16.07349968,1555.459961,84.60199738,2.16260004,6.000120163,5.889999866,-0.230555996,-7.899829865,0.478983998,1.852159977
239,5,2,1,1,0,0,0,0,0,622065,L,SW,field_out,InPlay,3.696310043,-18.71549988,2210.459961,80.24130249,2.496089935,5.805109978,5.800000191,-4.986360073,-7.485549927,-0.415280998,2.537859917
240,5,3,1,2,0,0,0,0,0,622065,L,SW,,StrikeCalled,5.31704998,-11.73770046,2220.459961,80.76170349,2.380789995,5.853929996,5.880000114,-3.952500105,-6.752500057,-0.211016998,3.036089897
1793,5,3,2,2,0,1,0,0,0,622065,L,SW,,StrikeSwinging,2.247669935,-10.57600021,2254.459961,80.50440216,2.511850119,5.709090233,5.739999771,-5.023940086,-8.693630219,-1.200150013,1.367259979
505,5,3,3,2,0,2,0,0,0,622065,L,SW,field_out,InPlay,3.372339964,-10.24940014,2382.459961,80.66280365,2.436059952,5.682159901,5.699999809,-4.231840134,-7.587790012,-0.576058984,2.201060057
506,6,1,1,0,0,0,0,0,0,622065,L,SI,field_out,InPlay,8.493909836,17.53129959,2318.459961,88.77980042,2.171760082,5.876229763,5.980000019,0.692803025,-6.002689838,1.207299948,2.73477006
241,6,2,1,1,0,0,0,0,0,622065,L,SW,,StrikeCalled,3.707809925,-4.781099796,2239.459961,80.39569855,2.498320103,5.806519985,5.78000021,-2.847870111,-7.502679825,0.290104002,2.497270107
834,6,2,2,1,0,1,0,0,0,622065,L,SW,,BallCalled,4.340519905,-8.733180046,2503.459961,80.37259674,2.500309944,5.721210003,5.869999886,-5.707799911,-8.257399559,-2.03256011,1.418980002
342,6,2,3,1,1,1,0,0,0,622065,L,SI,,BallCalled,9.282179832,17.2031002,2378.459961,89.23069763,2.193979979,5.877550125,5.860000134,1.297199965,-6.183939934,1.827460051,2.448879957
1932,6,2,4,1,2,1,0,0,0,622065,L,CH,,BallCalled,5.023610115,16.19379997,1564.459961,85.55139923,2.006890059,5.957300186,6.190000057,-1.561139941,-9.830320358,-0.921056986,-0.233484998
1289,6,2,5,1,3,1,0,0,0,622065,L,SI,walk,BallCalled,7.606140137,19.59460068,2269.459961,90.28549957,2.190239906,5.793069839,6.21999979,0.917155981,-6.987999916,1.244259953,1.690840006
522,6,3,1,1,0,0,1,0,0,571882,R,CB,,StrikeSwinging,-8.236570358,2.22939992,2216.459961,77.92070007,-0.759844005,6.579659939,6.460000038,0.867612004,-10.15869999,-0.165145993,1.929469943
835,6,3,2,1,0,1,1,0,0,571882,R,CF,,BallCalled,8.108059883,1.405329943,2393.459961,90.23049927,-1.318050027,6.28895998,6.380000114,1.715319991,-8.445690155,0.133857995,0.758485019
1794,6,3,3,1,1,1,1,0,0,571882,R,CF,,FoulBall,5.990009785,3.632989883,2509.459961,90.83750153,-1.007349968,6.384739876,6.389999866,1.485299945,-7.702929974,0.030079501,1.691910028
1512,6,3,4,1,1,2,1,0,0,571882,R,CF,,FoulBall,9.200650215,1.883810043,2343.459961,92.81690216,-1.047530055,6.40102005,6.28000021,1.995210052,-5.916940212,0.621237993,2.974519968
1759,6,3,5,1,1,2,1,0,0,571882,R,CB,field_out,InPlay,-5.910639763,1.565119982,2206.459961,79.30780029,-0.633440018,6.580659866,6.480000019,1.42050004,-10.57649994,0.527324021,1.265540004
1291,6,4,1,2,0,0,1,0,0,571882,R,CF,,BallCalled,5.94727993,5.187419891,2360.459961,91.92690277,-1.649580002,6.335549831,6.28000021,3.102020025,-8.035269737,0.737417996,1.31862998
1513,6,4,2,2,1,0,1,0,0,571882,R,CF,single,InPlay,2.438110113,3.594980001,2381.459961,90.50959778,-1.690709949,6.373600006,6.329999924,1.927389979,-7.53553009,-0.246793002,2.272500038
507,6,5,1,2,0,0,1,0,1,571882,R,CB,,BallCalled,-8.321379662,0.239397004,2127.459961,77.99289703,-0.763208985,6.643819809,6.460000038,-0.151549995,-8.703450203,-0.924552023,3.523600101
1886,6,5,2,2,1,0,1,0,1,571882,R,CF,,StrikeCalled,10.71269989,5.423870087,2373.459961,90.99279785,-1.187929988,6.393020153,6.289999962,1.222970009,-6.846419811,-0.567914009,2.214809895
1864,6,5,3,2,1,1,1,0,1,571882,R,CB,field_out,InPlay,-8.751560211,2.772360086,2241.459961,76.50050354,-0.495261014,6.525979996,6.449999809,0.719778001,-9.907939911,-0.0917373,2.541699886
836,7,1,1,0,0,0,0,0,0,571882,R,CF,,StrikeCalled,7.711649895,2.499030113,2438.459961,90.2983017,-1.177039981,6.356339931,6.309999943,1.440430045,-6.084839821,-0.078260504,3.094830036
837,7,1,2,0,0,1,0,0,0,571882,R,CF,,StrikeCalled,9.074170113,1.21954,2421.459961,92.36229706,-1.249070048,6.244410038,6.46999979,0.989202976,-7.15034008,-0.45243901,1.769790053
838,7,1,3,0,0,2,0,0,0,571882,R,CB,,BallCalled,-8.659399986,6.491549969,2385.459961,81.30950165,-0.993396997,6.489220142,6.730000019,2.113539934,-11.22389984,0.343659014,0.637306988
1760,7,1,4,0,1,2,0,0,0,571882,R,SL,,BallCalled,-2.405699968,4.399179935,2373.459961,86.79920197,-1.307319999,6.349760056,6.53000021,1.873679996,-10.24540043,0.0108015,0.351949006
1515,7,1,5,0,2,2,0,0,0,571882,R,FB,strikeout,FoulBall,17.72710037,-5.016200066,2035.459961,95.97879791,-1.144950032,6.371230125,6.429999828,0.075125501,-4.474880219,-0.61413902,3.350379944
285,7,2,1,1,0,0,0,0,0,571882,R,CF,,FoulBall,6.523240089,1.81893003,2549.459961,91.20600128,-1.560829997,6.236139774,6.460000038,2.99090004,-7.857200146,1.022340059,1.408249974
1516,7,2,2,1,0,1,0,0,0,571882,R,CF,field_out,InPlay,7.249939919,2.208679914,2286.459961,94.01239777,-1.699030042,6.294380188,6.329999924,2.736720085,-6.667469978,0.622316003,2.283410072
